name,spectrogram_code,melspectrogram_code,MFCC_code
Group21_Song1_Full.mp3,abba79b5c4c43abbc6c5656ce5452bdecc65474cd5254e4c554546a85b656449,a50aa58ab29b9293d29552b556f455747d744af44ab54ab54ab549564d4e6d6a,c445d445c445c445c444c444064e270a2fba2bba3bba3bbb3bbb3bbb3bb33bb1
Group21_Song1_Music.mp3,c4043bfbc4043bfad1114efeb94946b4b96b4794b8eb4f14baeb4514beeb4014,c4c6c4c6c4c6c4c494c031b933b939f9397939793979393b4b3f4e2f4e074e07,a90aa009c001c405c415c415441546944eae6eee2eea3ffa3bfa3bfa3bfb3bfb
Group21_Song1_Vocals.mp3,bbba5575b69256ad5ab4654d44546d494ee5654c55a5664c5545a4ea5ba5a44b,b52ab1bab2bb92b352b5569556d455544f544af44ab54ab54ab549546d4a656a,b51292b6b5baaa92b2a9a55a4a9564484d4d4d494d6d4d6d4d6d4d6d4d6d4d65
Group21_Song2_Full.mp3,91267bfb80017dfcca8b6cfd810037efc8807ebfec491b6ee844124cecc82d7a,9331933191118911cd58cc58ccc8c6c8c6c8d6ecd6adcaed4acd6add6add6ade,800080018000800082038286323f74fc75f775fc7dfc7dfc75fc3ffe37fe3bf7
Group21_Song2_Music.mp3,880277ff80027ffc85037ad584087fff80006fbb90456dba92654d9ad2a53f7e,8b198b198b898f898689868d868d868c87888fd48f558f4dcf4deeec66ec66ee,80008001800080028103839a4d166cd56ad77ad57adc6efd7fec7fee7fee7fff
Group21_Song2_Vocals.mp3,b1364ada932564884adb6caa995596ac4ad4568d6ccb936d6c52926d6cdab9ab,91379137b136a9526d526d5a6c4a66ca56e856ec56ad4aad4a896ad96ad14ad3,b335bb539365bb33932592b5552d46ea64a84cca44ea6cca6cda4cda4cda4c9a
Group21_Song3_Full.mp3,85807ffeda09707a87a778498f0d50523e1fdc180f8f70530f33f8483dbfd248,85e085e0a5acadacacbcbc3d3c353d35a575a4713473345329d72997298f290f,84018001800380018001da0980013f7e65e07dfc7ff67dfe7dfe7ffc7df677f6
Group21_Song3_Music.mp3,a4047ffec2087a5b87ef50781e5750582f6fdad20f69f01e0fa5f050053fdac0,ac25ac25ac25ad25ad25ad25ad35a535a535a535a535a535a535a535a5b5a5b5,80008201820080008202c28080013f7e75e87ffc7dfd7df37dff7df67dff75ff
Group21_Song3_Vocals.mp3,83e07a17bca974745a9379cf89a9b4427a579c3d70978f60743b888d3a82c16f,87e087e08188a98c389a3c3e7c3d7e355a75527152535a5378d368cf698f790f,81a085a18fa181ab8fe189ebbf817e407856705e725e705e707c785e7a567e56
Group21_Song4_Full.mp3,8b597c1da0665297f4a439eaa5181762f4ae3366e40c53b6f48e5bf2f42209db,8d5b8d5b855a954ab568ac6c7ae47aa45ab55ab55ab552b77296299229922d52,f406f426f466e162837a8bf603f703f30af30adb08990a195a9d5f997d195d89
Group21_Song4_Music.mp3,83e25e1da942516bfe9401d3f42d23f2cc1d33e6cc1d73e68d1942eebc0129fa,a86ea86ea86aa96aad6aa56ab57ab57aa55aa51aa51a259a219a239a279a779a,8c19d408fa04aa4ea3f6a3e223f62bf609ef095b0d5b511b552d562d56ad5e95
Group21_Song4_Vocals.mp3,8b19756e923372a455ee78bca55a953274ee2a74714a931772a6893374ae8993,8d598d5b855b954a75486aec6aa47aa55ab55ab55ab552b552b628862956ad56,a953d2a5854a9295d52aab5552ad2d565ab56d2a78b568ea695c69ec2d4a752a
